state,county,bbox
SD,"Edmunds County, SD","[-99.708986, 45.243762, -98.722141, 45.5934257]"
SD,"Fall River County, SD","[-104.0548108, 43.0007344, -103.0007598, 43.4786989]"
SD,"Faulk County, SD","[-99.575127, 44.8969062, -98.7164894, 45.246471]"
SD,"Grant County, SD","[-97.2262955, 44.976788, -96.451994, 45.3268622]"
SD,"Gregory County, SD","[-99.5340926, 42.997967, -98.4985499, 43.499731]"
SD,"Haakon County, SD","[-102.011963, 43.993664, -101.0468931, 44.7430746]"
SD,"Hamlin County, SD","[-97.4923079, 44.5431286, -96.884534, 44.804436]"
SD,"Hand County, SD","[-99.3123488, 44.1947633, -98.700778, 44.897226]"
SD,"Hanson County, SD","[-97.9684137, 43.4990244, -97.6064682, 43.8506792]"
SD,"Harding County, SD","[-104.045443, 45.212444, -102.942461, 45.945335]"
SD,"Hughes County, SD","[-100.579788, 44.098824, -99.597466, 44.549889]"
SD,"Hutchinson County, SD","[-98.1147619, 43.1682925, -97.3991996, 43.499899]"
SD,"Hyde County, SD","[-99.675003, 44.193073, -99.2999357, 44.898457]"
SD,"Jackson County, SD","[-102.1434682, 43.388248, -101.066109, 43.994873]"
SD,"Jerauld County, SD","[-98.9273039, 43.9350503, -98.3315705, 44.1968169]"
SD,"Jones County, SD","[-101.0686927, 43.7075503, -100.3384131, 44.1687069]"
SD,"Kingsbury County, SD","[-97.8536848, 44.1947264, -97.1278256, 44.5444301]"
SD,"Lake County, SD","[-97.370349, 43.8480097, -96.8885426, 44.19608]"
SD,"Lawrence County, SD","[-104.055939, 44.1402696, -103.4524594, 44.6048407]"
SD,"Lincoln County, SD","[-96.9248916, 43.083432, -96.4363403, 43.5004492]"
SD,"Lyman County, SD","[-100.3674207, 43.499714, -99.281822, 44.218697]"
SD,"McCook County, SD","[-97.609089, 43.4996855, -97.1290136, 43.849059]"
SD,"McPherson County, SD","[-99.721619, 45.5912616, -98.724375, 45.941104]"
SD,"Marshall County, SD","[-97.97964, 45.558158, -97.226933, 45.935878]"
SD,"Meade County, SD","[-103.574692, 44.1394189, -102.0004405, 45.039494]"
SD,"Mellette County, SD","[-101.2290952, 43.38913, -100.214088, 43.8580331]"
SD,"Miner County, SD","[-97.851119, 43.8485562, -97.36951, 44.195464]"
SD,"Minnehaha County, SD","[-97.1294879, 43.4996855, -96.4531328, 43.8494878]"
SD,"Moody County, SD","[-96.8892402, 43.8475139, -96.452773, 44.19678]"
SD,Oglala Lakota County,"[-103.0010253, 42.9993811, -102.0829009, 43.7070588]"
SD,"Pennington County, SD","[-104.055453, 43.6849397, -102.001831, 44.509682]"
SD,"Perkins County, SD","[-102.960487, 45.038174, -101.9998891, 45.945307]"
SD,"Potter County, SD","[-100.426277, 44.8974481, -99.571938, 45.246899]"
SD,"Roberts County, SD","[-97.228314, 45.2968489, -96.470475, 45.935981]"
SD,"Sanborn County, SD","[-98.3319947, 43.849857, -97.8496204, 44.1967038]"
SD,"Shannon County, SD","[-103.0010253, 42.9993811, -102.0829009, 43.7070588]"
SD,"Spink County, SD","[-98.717758, 44.6317389, -97.9770336, 45.24373]"
SD,"Stanley County, SD","[-101.170601, 44.168282, -99.890503, 44.782646]"
SD,"Sully County, SD","[-100.730644, 44.5476871, -99.673912, 44.898685]"
SD,"Todd County, SD","[-101.2281067, 42.997881, -100.197891, 43.3904581]"
SD,"Tripp County, SD","[-100.2310081, 42.99788, -99.5337746, 43.7663195]"
SD,"Turner County, SD","[-97.4014299, 43.083142, -96.9239015, 43.5000024]"
SD,"Union County, SD","[-96.8066643, 42.4798925, -96.4402046, 43.083869]"
SD,"Walworth County, SD","[-100.486488, 45.245866, -99.707794, 45.594879]"
SD,"Yankton County, SD","[-97.637496, 42.7996447, -97.1602289, 43.169978]"
SD,"Ziebach County, SD","[-102.002502, 44.506596, -101.1366799, 45.4729414]"
TN,"Anderson County, TN","[-84.4511954, 35.910165, -83.941711, 36.301779]"
TN,"Bedford County, TN","[-86.665619, 35.318817, -86.235413, 35.702833]"
TN,"Benton County, TN","[-88.2249347, 35.8110226, -87.915654, 36.360893]"
TN,"Bledsoe County, TN","[-85.436214, 35.3542935, -84.905212, 35.773621]"
TN,"Blount County, TN","[-84.188431, 35.4605486, -83.6632, 35.887125]"
TN,"Bradley County, TN","[-85.026825, 34.9876728, -84.697537, 35.357647]"
TN,"Campbell County, TN","[-84.376633, 36.177578, -83.899529, 36.592181]"
TN,"Cannon County, TN","[-86.208769, 35.642954, -85.885156, 35.9745332]"
TN,"Carroll County, TN","[-88.706948, 35.7891334, -88.1778597, 36.150595]"
TN,"Carter County, TN","[-82.342606, 36.1031283, -81.932994, 36.510864]"
TN,"Cheatham County, TN","[-87.286501, 36.041312, -86.9062329, 36.4557213]"
TN,"Chester County, TN","[-88.842135, 35.247339, -88.355751, 35.5922731]"
TN,"Claiborne County, TN","[-83.9876194, 36.331982, -83.369255, 36.6008122]"
TN,"Clay County, TN","[-85.813385, 36.403149, -85.267284, 36.6267826]"
TN,"Cocke County, TN","[-83.316147, 35.71328, -82.8960873, 36.182507]"
TN,"Coffee County, TN","[-86.279762, 35.289189, -85.86969, 35.706429]"
TN,"Crockett County, TN","[-89.36162, 35.670931, -88.892938, 36.000213]"
TN,"Cumberland County, TN","[-85.2723181, 35.746559, -84.679497, 36.170586]"
TN,"Davidson County, TN","[-87.054766, 35.967785, -86.515588, 36.405496]"
TN,"Decatur County, TN","[-88.2480241, 35.3794567, -87.970772, 35.8504057]"
TN,"DeKalb County, TN","[-86.063413, 35.825703, -85.630384, 36.131582]"
TN,"Dickson County, TN","[-87.566798, 35.960831, -87.149876, 36.334713]"
TN,"Dyer County, TN","[-89.733095, 35.880934, -89.154464, 36.2128051]"
TN,"Fayette County, TN","[-89.644282, 34.9937188, -89.183944, 35.404803]"
TN,"Fentress County, TN","[-85.122467, 36.132789, -84.659531, 36.5811068]"
TN,"Franklin County, TN","[-86.333354, 34.9882532, -85.8632841, 35.362607]"
TN,"Gibson County, TN","[-89.206297, 35.7911213, -88.692634, 36.222834]"
TN,"Giles County, TN","[-87.232442, 34.9917716, -86.828332, 35.4562179]"
TN,"Grainger County, TN","[-83.732864, 36.0805257, -83.255292, 36.420686]"
TN,"Greene County, TN","[-83.173309, 35.921814, -82.577126, 36.419056]"
TN,"Grundy County, TN","[-85.913593, 35.215295, -85.485635, 35.531651]"
TN,"Hamblen County, TN","[-83.468781, 36.081318, -83.081726, 36.345292]"
TN,"Hamilton County, TN","[-85.4757215, 34.982938, -84.942657, 35.4591672]"
TN,"Hancock County, TN","[-83.472108, 36.387947, -82.830433, 36.598187]"
TN,"Hardeman County, TN","[-89.198288, 34.9938908, -88.781768, 35.432816]"
TN,"Hardin County, TN","[-88.380508, 34.9954278, -87.9816261, 35.4232943]"
TN,"Hawkins County, TN","[-83.289078, 36.241923, -82.5999866, 36.5941098]"
TN,"Haywood County, TN","[-89.502118, 35.397126, -89.069544, 35.822657]"
TN,"Henderson County, TN","[-88.613577, 35.4162647, -88.178978, 35.822483]"
TN,"Henry County, TN","[-88.530396, 36.1202787, -87.990677, 36.501583]"
TN,"Hickman County, TN","[-87.74375, 35.608937, -87.202278, 35.993074]"
TN,"Houston County, TN","[-87.98074, 36.177719, -87.513533, 36.368241]"
TN,"Humphreys County, TN","[-88.022635, 35.803799, -87.529791, 36.244754]"
TN,"Jackson County, TN","[-85.846443, 36.212805, -85.490332, 36.522663]"
TN,"Jefferson County, TN","[-83.710556, 35.895846, -83.23468, 36.192074]"
TN,"Johnson County, TN","[-82.059082, 36.261829, -81.6472191, 36.6146598]"
TN,"Knox County, TN","[-84.27347, 35.793806, -83.651077, 36.186479]"
TN,"Lake County, TN","[-89.705545, 36.1854541, -89.340158, 36.5032329]"
TN,"Lauderdale County, TN","[-89.958879, 35.537561, -89.339326, 35.947723]"
TN,"Lawrence County, TN","[-87.611925, 34.999377, -87.197359, 35.4579817]"
TN,"Lewis County, TN","[-87.717559, 35.398454, -87.2694302, 35.6601578]"
TN,"Lincoln County, TN","[-86.8366927, 34.990677, -86.3181389, 35.370625]"
TN,"Loudon County, TN","[-84.584999, 35.610554, -84.133331, 35.902984]"
TN,"McMinn County, TN","[-84.860164, 35.241043, -84.400623, 35.644651]"
TN,"McNairy County, TN","[-88.786926, 34.9952168, -88.362572, 35.38523]"
TN,"Macon County, TN","[-86.228724, 36.4118891, -85.7876033, 36.6399086]"
TN,"Madison County, TN","[-89.078876, 35.427486, -88.6031915, 35.797307]"
TN,"Marion County, TN","[-85.873032, 34.9830183, -85.361694, 35.319292]"
TN,"Marshall County, TN","[-86.9608192, 35.2528663, -86.599474, 35.710864]"
TN,"Maury County, TN","[-87.3543049, 35.4087074, -86.782016, 35.8504975]"
TN,"Meigs County, TN","[-85.030998, 35.2857331, -84.61897, 35.752896]"
TN,"Monroe County, TN","[-84.540355, 35.204735, -83.938248, 35.672269]"
TN,"Montgomery County, TN","[-87.6422924, 36.3126971, -87.1132801, 36.6423667]"
TN,"Moore County, TN","[-86.539485, 35.122389, -86.2439896, 35.4124921]"
TN,"Morgan County, TN","[-84.914156, 35.907455, -84.3432324, 36.37661]"
TN,"Obion County, TN","[-89.485832, 36.201635, -88.814016, 36.507233]"
TN,"Overton County, TN","[-85.497696, 36.1447683, -85.082687, 36.5403117]"
TN,"Perry County, TN","[-88.043205, 35.4233064, -87.6485666, 35.840921]"
TN,"Pickett County, TN","[-85.2848007, 36.4053958, -84.732231, 36.6267826]"
TN,"Polk County, TN","[-84.7760536, 34.9877983, -84.2922902, 35.2854721]"
TN,"Putnam County, TN","[-85.8093085, 35.978492, -85.1000128, 36.3050552]"
TN,"Rhea County, TN","[-85.146507, 35.409288, -84.711472, 35.82523]"
TN,"Roane County, TN","[-84.788895, 35.644539, -84.263383, 36.0486814]"
TN,"Robertson County, TN","[-87.150431, 36.349659, -86.56388, 36.652486]"
TN,"Rutherford County, TN","[-86.700265, 35.618571, -86.141766, 36.100618]"
TN,"Scott County, TN","[-84.7856808, 36.1629934, -84.249231, 36.6034061]"
TN,"Sequatchie County, TN","[-85.607326, 35.1472313, -85.2259414, 35.567431]"
TN,"Sevier County, TN","[-83.794275, 35.5619376, -83.2515268, 36.043119]"
TN,"Shelby County, TN","[-90.310298, 34.9941528, -89.632776, 35.409483]"
TN,"Smith County, TN","[-86.136803, 36.082019, -85.7789094, 36.426073]"
TN,"Stewart County, TN","[-88.070532, 36.328724, -87.5923503, 36.678118]"
TN,"Sullivan County, TN","[-82.700943, 36.394619, -81.8266795, 36.616213]"
TN,"Sumner County, TN","[-86.754795, 36.244204, -86.2072346, 36.652445]"
TN,"Tipton County, TN","[-90.179265, 35.360676, -89.469862, 35.652346]"
TN,"Trousdale County, TN","[-86.285372, 36.294086, -85.971063, 36.489159]"
TN,"Unicoi County, TN","[-82.6151825, 35.9538779, -82.222052, 36.2605625]"
TN,"Union County, TN","[-84.0098997, 36.164547, -83.6676466, 36.4357972]"
TN,"Van Buren County, TN","[-85.615182, 35.532977, -85.2535354, 35.822656]"
TN,"Warren County, TN","[-85.9977151, 35.5044918, -85.557535, 35.852162]"
TN,"Washington County, TN","[-82.7025454, 36.0959643, -82.300133, 36.44479]"
TN,"Wayne County, TN","[-88.0248022, 35.003425, -87.572654, 35.491782]"
TN,"Weakley County, TN","[-88.959839, 36.061817, -88.516302, 36.502729]"
TN,"White County, TN","[-85.682846, 35.7666857, -85.211105, 36.082012]"
TN,"Williamson County, TN","[-87.2150777, 35.696447, -86.600032, 36.052722]"
TN,"Wilson County, TN","[-86.5950089, 35.954399, -86.0148275, 36.358063]"
TX,"Anderson County, TX","[-96.0647023, 31.5036781, -95.25888, 32.0844806]"
TX,"Andrews County, TX","[-103.0647422, 32.086848, -102.2110494, 32.5233719]"
TX,"Angelina County, TX","[-95.0055953, 31.026151, -94.1295327, 31.5269112]"
TX,"Aransas County, TX","[-97.260818, 27.7660089, -96.7133726, 28.319238]"
TX,Aransas County,"[-97.260818, 27.7660089, -96.7133726, 28.319238]"
TX,"Archer County, TX","[-98.9540835, 33.3955351, -98.4208388, 33.835867]"
TX,"Armstrong County, TX","[-101.6292006, 34.7483123, -101.0861284, 35.1832152]"
TX,"Atascosa County, TX","[-98.8048882, 28.6126503, -98.098672, 29.2504789]"
TX,"Austin County, TX","[-96.6221971, 29.6018458, -96.0047687, 30.0972209]"
TX,"Bailey County, TX","[-103.0474127, 33.8247465, -102.615158, 34.3129215]"
TX,"Bandera County, TX","[-99.603357, 29.5516357, -98.7789131, 29.907719]"
TX,"Bastrop County, TX","[-97.6490607, 29.7865177, -97.024402, 30.4196697]"
TX,"Baylor County, TX","[-99.4753744, 33.3975164, -98.953143, 33.8340456]"
TX,"Bee County, TX","[-98.0897639, 28.129683, -97.375579, 28.7195449]"
TX,"Bell County, TX","[-97.9137127, 30.7523663, -97.0700348, 31.3201141]"
TX,"Bexar County, TX","[-98.8064883, 29.1142824, -98.1169495, 29.7607287]"
TX,"Blanco County, TX","[-98.5915998, 29.9376047, -98.1254783, 30.5024003]"
TX,"Borden County, TX","[-101.6912862, 32.5238831, -101.1734272, 32.9635607]"
TX,"Bosque County, TX","[-98.0051784, 31.5876407, -97.2766271, 32.2070089]"
TX,"Bowie County, TX","[-94.7469201, 33.2370651, -94.04299, 33.7390778]"
TX,"Brazoria County, TX","[-95.8739195, 28.6922616, -94.9702245, 29.599104]"
TX,Brazoria County,"[-95.8739195, 28.6922616, -94.9702245, 29.599104]"
TX,"Brazos County, TX","[-96.6018381, 30.3305586, -96.0799063, 30.9739682]"
TX,"Brewster County, TX","[-103.8007547, 28.97153, -102.320851, 30.665846]"
TX,"Briscoe County, TX","[-101.471887, 34.3122589, -100.944877, 34.748576]"
TX,"Brooks County, TX","[-98.5366717, 26.7809771, -97.9844518, 27.2652863]"
TX,"Brown County, TX","[-99.2031796, 31.4482876, -98.6684509, 32.0797858]"
TX,"Burleson County, TX","[-96.9635725, 30.2955574, -96.272111, 30.7308478]"
TX,"Burnet County, TX","[-98.4595983, 30.4262322, -97.8283201, 31.0350285]"
TX,"Caldwell County, TX","[-97.8992067, 29.6308125, -97.3157747, 30.0713795]"
TX,"Calhoun County, TX","[-96.9303337, 27.9711764, -96.241562, 28.7299835]"
TX,Calhoun County,"[-96.9303337, 27.9711764, -96.241562, 28.7299835]"
TX,"Callahan County, TX","[-99.6323551, 32.0796151, -99.1142985, 32.5151062]"
TX,"Cameron County, TX","[-97.86234, 25.83706, -96.9792906, 26.419127]"
TX,Cameron County,"[-97.86234, 25.83706, -96.9792906, 26.419127]"
TX,"Camp County, TX","[-95.1546049, 32.9026562, -94.7197606, 33.0773981]"
TX,"Carson County, TX","[-101.623108, 35.1816792, -101.0859546, 35.6252676]"
TX,"Cass County, TX","[-94.6540354, 32.8794123, -94.042719, 33.3119675]"
TX,"Castro County, TX","[-102.5257531, 34.3130258, -101.9981161, 34.7482344]"
TX,"Chambers County, TX","[-95.0182049, 29.3938284, -94.353383, 29.8903855]"
TX,Chambers County,"[-95.0182049, 29.3938284, -94.353383, 29.8903855]"
TX,"Cherokee County, TX","[-95.4622102, 31.426146, -94.8658201, 32.1379741]"
TX,"Childress County, TX","[-100.4179167, 34.3118854, -99.9976016, 34.7473795]"
TX,"Clay County, TX","[-98.4232381, 33.4662349, -97.9478027, 34.1560968]"
TX,"Cochran County, TX","[-103.056635, 33.3880703, -102.5947249, 33.8252616]"
TX,"Coke County, TX","[-100.8253197, 31.6927362, -100.23478, 32.0864526]"
TX,"Coleman County, TX","[-99.7222763, 31.4097405, -99.1960434, 32.0820815]"
TX,"Collin County, TX","[-96.8441315, 32.981502, -96.2953499, 33.4054821]"
TX,"Collingsworth County, TX","[-100.5409324, 34.7470882, -100.000381, 35.1829372]"
TX,"Colorado County, TX","[-96.8742671, 29.2470601, -96.1755329, 29.9621741]"
TX,"Comal County, TX","[-98.646221, 29.5943557, -97.9992704, 30.0379088]"
TX,"Comanche County, TX","[-98.924378, 31.6841124, -98.1565352, 32.265112]"
TX,"Concho County, TX","[-100.1153069, 31.0869611, -99.6014084, 31.5805478]"
TX,"Cooke County, TX","[-97.4870656, 33.4162641, -96.9432588, 33.9561111]"
TX,"Coryell County, TX","[-98.1797568, 31.0694648, -97.4187891, 31.7111175]"
TX,"Cottle County, TX","[-100.5186409, 33.8357068, -99.9977301, 34.3136072]"
TX,"Crane County, TX","[-102.7674995, 31.0862448, -102.3009504, 31.6513931]"
TX,"Crockett County, TX","[-102.3906916, 30.2876444, -100.9606041, 31.0872006]"
TX,"Crosby County, TX","[-101.5636672, 33.3950501, -101.0387866, 33.8335868]"
TX,"Culberson County, TX","[-104.9186807, 30.6635685, -104.0245335, 32.000443]"
TX,"Dallam County, TX","[-103.0416536, 36.0548791, -102.1626819, 36.5004529]"
TX,"Dallas County, TX","[-97.0383833, 32.5453486, -96.5168819, 32.9896692]"
TX,"Dawson County, TX","[-102.2084353, 32.5231401, -101.688577, 32.9619871]"
TX,"Deaf Smith County, TX","[-103.0429352, 34.7460233, -102.1674448, 35.1870472]"
TX,"Delta County, TX","[-95.8617498, 33.2182809, -95.3065839, 33.4953831]"
TX,"Denton County, TX","[-97.3971631, 32.9874314, -96.8341146, 33.4304868]"
TX,"DeWitt County, TX","[-97.754855, 28.8132814, -96.9767699, 29.3845414]"
TX,"Dickens County, TX","[-101.0411956, 33.3971965, -100.517449, 33.8357068]"
TX,"Dimmit County, TX","[-100.1140387, 28.1978407, -99.3942124, 28.6481112]"
TX,"Donley County, TX","[-101.090752, 34.747784, -100.5387528, 35.1830861]"
TX,"Duval County, TX","[-98.8033747, 27.2625243, -98.2322622, 28.0578899]"
TX,"Eastland County, TX","[-99.1188419, 32.0779893, -98.47477, 32.5151892]"
TX,"Ector County, TX","[-102.7991308, 31.6511284, -102.2869117, 32.0870366]"
TX,"Edwards County, TX","[-100.7006156, 29.6214163, -99.7541239, 30.2906395]"
TX,"Ellis County, TX","[-97.0871038, 32.0520318, -96.3832269, 32.5492331]"
TX,"El Paso County, TX","[-106.6458459, 31.38729, -105.9542743, 32.002533]"
TX,"Erath County, TX","[-98.5432168, 31.9173636, -97.8648944, 32.5129542]"
TX,"Falls County, TX","[-97.2779896, 30.9860417, -96.5964464, 31.5221462]"
TX,"Fannin County, TX","[-96.3845405, 33.3410621, -95.8395138, 33.8861298]"
TX,"Fayette County, TX","[-97.3178835, 29.6280384, -96.5693231, 30.1645421]"
TX,"Fisher County, TX","[-100.6606902, 32.5228148, -100.1416894, 32.9633904]"
TX,"Floyd County, TX","[-101.5649703, 33.8304464, -101.0411956, 34.3125441]"
TX,"Foard County, TX","[-100.0485252, 33.7264998, -99.4729634, 34.2418342]"
TX,"Fort Bend County, TX","[-96.0891769, 29.2625399, -95.4239752, 29.7886157]"
TX,"Franklin County, TX","[-95.3089241, 32.96189, -95.1245796, 33.3893979]"
TX,"Freestone County, TX","[-96.4967691, 31.4134322, -95.779742, 32.0119633]"
TX,"Frio County, TX","[-99.4138949, 28.6405325, -98.8008613, 29.0912801]"
TX,"Gaines County, TX","[-103.0648409, 32.5229343, -102.2026237, 32.959312]"
TX,"Galveston County, TX","[-95.233081, 28.9963439, -94.3662785, 29.5982641]"
TX,Galveston County,"[-95.233081, 28.9963439, -94.3662785, 29.5982641]"
TX,"Garza County, TX","[-101.5575063, 32.9610336, -101.0385041, 33.3971965]"
TX,"Gillespie County, TX","[-99.3042164, 30.1343096, -98.5874615, 30.4999945]"
TX,"Glasscock County, TX","[-101.776088, 31.6509225, -101.2642211, 32.0875042]"
TX,"Goliad County, TX","[-97.7783898, 28.388684, -97.1535962, 28.9256303]"
TX,"Gonzales County, TX","[-97.8587731, 29.1103776, -97.1305297, 29.7846367]"
TX,"Gray County, TX","[-101.0861284, 35.1820715, -100.538109, 35.6206641]"
TX,"Grayson County, TX","[-96.9450702, 33.3978855, -96.3794001, 33.9591667]"
TX,"Gregg County, TX","[-94.9868422, 32.3600473, -94.5793546, 32.662585]"
TX,"Grimes County, TX","[-96.1882672, 30.2251484, -95.8041421, 30.8641473]"
TX,"Guadalupe County, TX","[-98.3121626, 29.3654141, -97.6310756, 29.8581183]"
TX,"Hale County, TX","[-102.090398, 33.8244721, -101.5636672, 34.3131354]"
TX,"Hall County, TX","[-100.9460579, 34.3127651, -100.4157612, 34.7482965]"
TX,"Hamilton County, TX","[-98.4635433, 31.4163989, -97.7662289, 32.0180621]"
TX,"Hansford County, TX","[-101.6239372, 36.0551891, -101.0851494, 36.4998994]"
TX,"Hardeman County, TX","[-99.9978658, 34.0571127, -99.4748182, 34.579273]"
TX,"Hardin County, TX","[-94.7326967, 30.0970402, -94.0688391, 30.527724]"
TX,"Harris County, TX","[-95.9608455, 29.497339, -94.9084924, 30.1706958]"
TX,"Harrison County, TX","[-94.7024318, 32.3264033, -94.0428404, 32.7930878]"
TX,"Hartley County, TX","[-103.041706, 35.622488, -102.1628459, 36.0553466]"
TX,"Haskell County, TX","[-99.99121, 32.9568888, -99.4712036, 33.3989459]"
TX,"Hays County, TX","[-98.29754, 29.7524388, -97.7087738, 30.3562591]"
TX,"Hemphill County, TX","[-100.54119, 35.6190987, -100.000394, 36.0560237]"
TX,"Henderson County, TX","[-96.4548057, 32.0058933, -95.4281354, 32.3590792]"
TX,"Hidalgo County, TX","[-98.58646, 26.03634, -97.86161, 26.7830283]"
TX,"Hill County, TX","[-97.4969943, 31.7089309, -96.7191254, 32.2669948]"
TX,"Hockley County, TX","[-102.615454, 33.3883285, -102.07653, 33.8251316]"
TX,"Hood County, TX","[-98.0685077, 32.2333961, -97.6157113, 32.5622628]"
TX,"Hopkins County, TX","[-95.8638157, 32.9603678, -95.3080136, 33.3768361]"
TX,"Houston County, TX","[-95.7758904, 30.9260843, -94.9580014, 31.5928735]"
TX,"Howard County, TX","[-101.6950615, 32.0869242, -101.1744904, 32.5251645]"
TX,"Hudspeth County, TX","[-105.9979849, 30.6292159, -104.9071344, 32.00235]"
TX,"Hunt County, TX","[-96.2973941, 32.8372353, -95.858522, 33.409591]"
TX,"Hutchinson County, TX","[-101.6234759, 35.6241527, -101.085722, 36.0553987]"
TX,"Irion County, TX","[-101.2747863, 31.0791159, -100.6884597, 31.5287376]"
TX,"Jack County, TX","[-98.4269158, 33.001245, -97.9181778, 33.4670358]"
TX,"Jackson County, TX","[-96.9386831, 28.6739872, -96.3089074, 29.2643231]"
TX,"Jasper County, TX","[-94.4601948, 30.2420034, -93.8656172, 31.1581824]"
TX,"Jeff Davis County, TX","[-104.9797082, 30.412167, -103.4399614, 31.1052228]"
TX,"Jefferson County, TX","[-94.4451195, 29.3971826, -93.7950654, 30.1890213]"
TX,Jefferson County,"[-94.4451195, 29.3971826, -93.7950654, 30.1890213]"
TX,"Jim Hogg County, TX","[-98.9544859, 26.7835434, -98.4178493, 27.3590482]"
TX,"Jim Wells County, TX","[-98.2354577, 27.2609934, -97.7889983, 28.0578899]"
TX,"Johnson County, TX","[-97.6169068, 32.1334735, -97.0869118, 32.555371]"
TX,"Jones County, TX","[-100.1462985, 32.5145196, -99.6118825, 32.960218]"
TX,"Karnes County, TX","[-98.1909292, 28.6681413, -97.5745848, 29.2215033]"
TX,"Kaufman County, TX","[-96.5294453, 32.3547931, -96.0755509, 32.8417346]"
TX,"Kendall County, TX","[-98.9208148, 29.7162876, -98.4140537, 30.1389062]"
TX,"Kenedy County, TX","[-97.9856319, 26.5979525, -97.1103814, 27.2843313]"
TX,Kenedy County,"[-97.9856319, 26.5979525, -97.1103814, 27.2843313]"
TX,"Kent County, TX","[-101.0388436, 32.962932, -100.517449, 33.3990719]"
TX,"Kerr County, TX","[-99.7576135, 29.7814041, -98.9176929, 30.2906395]"
TX,"Kimble County, TX","[-100.116701, 30.2867153, -99.3017432, 30.7108308]"
TX,"King County, TX","[-100.5186409, 33.3969915, -99.9909488, 33.8359922]"
TX,"Kinney County, TX","[-100.79696, 29.0841017, -100.1110219, 29.6237767]"
TX,"Kleberg County, TX","[-98.0598472, 27.2101428, -97.0648851, 27.635882]"
TX,Kleberg County,"[-98.0598472, 27.2101428, -97.0648851, 27.635882]"
TX,"Knox County, TX","[-99.9964182, 33.3972205, -99.472312, 33.835922]"
TX,"Lamar County, TX","[-95.857831, 33.3777979, -95.3080548, 33.9435753]"
TX,"Lamb County, TX","[-102.615454, 33.8244721, -102.0857669, 34.3131534]"
TX,"Lampasas County, TX","[-98.5698092, 31.0296792, -97.9068917, 31.4640472]"
TX,"La Salle County, TX","[-99.4082898, 28.0304031, -98.8008613, 28.6475876]"
TX,"Lavaca County, TX","[-97.2400478, 29.0631464, -96.5605229, 29.6327746]"
TX,"Lee County, TX","[-97.3346196, 30.032048, -96.6405299, 30.5572159]"
TX,"Leon County, TX","[-96.3310833, 30.9739682, -95.6553841, 31.6541851]"
TX,"Liberty County, TX","[-95.1657672, 29.8842315, -94.4423065, 30.4935516]"
TX,"Limestone County, TX","[-96.9322603, 31.2202986, -96.2365365, 31.8148823]"
TX,"Lipscomb County, TX","[-100.5462649, 36.0554876, -100.0002247, 36.5000081]"
TX,"Live Oak County, TX","[-98.3350184, 28.0567443, -97.80889, 28.7865021]"
TX,"Llano County, TX","[-98.9645601, 30.4856162, -98.3487907, 30.9218713]"
TX,"Loving County, TX","[-103.9839262, 31.6503783, -103.3268278, 32.000554]"
TX,"Lubbock County, TX","[-102.0857669, 33.3895742, -101.556809, 33.8304464]"
TX,"Lynn County, TX","[-102.07653, 32.9597959, -101.556809, 33.3950501]"
TX,"McCulloch County, TX","[-99.6042422, 30.9406515, -99.0904811, 31.4942494]"
TX,"McLennan County, TX","[-97.6051127, 31.2441278, -96.8010983, 31.8631714]"
TX,"McMullen County, TX","[-98.8036082, 28.0573846, -98.3341974, 28.6517466]"
TX,"Madison County, TX","[-96.2411349, 30.8263922, -95.6117874, 31.094299]"
TX,"Marion County, TX","[-94.70982, 32.6872366, -94.042747, 32.8808654]"
TX,"Martin County, TX","[-102.2111497, 32.086764, -101.6884924, 32.5252249]"
TX,"Mason County, TX","[-99.4846018, 30.4982103, -98.963206, 30.9410803]"
TX,"Matagorda County, TX","[-96.3804268, 28.2922343, -95.4209926, 29.2297717]"
TX,Matagorda County,"[-96.3804268, 28.2922343, -95.4209926, 29.2297717]"
TX,"Maverick County, TX","[-100.6672338, 28.1968144, -100.1110219, 29.0862726]"
TX,"Medina County, TX","[-99.4138949, 29.0886492, -98.8046637, 29.6906921]"
TX,"Menard County, TX","[-100.1164507, 30.710461, -99.4838441, 31.0880357]"
TX,"Midland County, TX","[-102.2874424, 31.6513243, -101.775658, 32.0869893]"
TX,"Milam County, TX","[-97.3154661, 30.4572864, -96.6121273, 31.1112617]"
TX,"Mills County, TX","[-98.9950557, 31.2304522, -98.2667962, 31.7252524]"
TX,"Mitchell County, TX","[-101.1836063, 32.085406, -100.6601695, 32.5280317]"
TX,"Montague County, TX","[-97.9790282, 33.4336958, -97.4841106, 33.9928413]"
TX,"Montgomery County, TX","[-95.8301579, 30.0260528, -95.0966488, 30.6304191]"
TX,"Moore County, TX","[-102.1630011, 35.6199689, -101.6227562, 36.0554609]"
TX,"Morris County, TX","[-94.8184836, 32.8792979, -94.6520587, 33.3661178]"
TX,"Motley County, TX","[-101.0414531, 33.8335868, -100.5171324, 34.3136072]"
TX,"Nacogdoches County, TX","[-94.978126, 31.2225491, -94.304932, 31.8455734]"
TX,"Navarro County, TX","[-96.8961842, 31.7962907, -96.0507925, 32.3292184]"
TX,"Newton County, TX","[-93.9110732, 30.2426633, -93.5078217, 31.1867319]"
TX,"Nolan County, TX","[-100.6652451, 32.0812087, -100.1462985, 32.5256553]"
TX,"Nueces County, TX","[-97.94165, 27.5201222, -96.8987072, 27.9955646]"
